stid,dsid,sitename,lat,long,dep_env,Lake/Bog/Neither [Andria],edited [Claire],notes [Claire],Site Notes [Grace&Jack],lake_size [ha],lake_size_andria_ge [m2],Notes [Andria],Status [Grace],Tilia's Entered Lake Size (ha) [Grace],Notes [Grace]
1706,1762,Molas Pass Bog,37.73778,-107.6975,Fen,fen,NA,NA,,NA,,,,,
1707,1763,Monhegan Island Meadow,43.76667,-69.3,Mire,mire,NA,NA,,NA,,,,,
1709,1765,Lac Montagnais,47.90778,-71.175,Bog,bog,NA,NA,,NA,,,,,
1710,1766,Montezuma Well,34.6492,-111.75225,Solution Origin Lake,lake,NA,NA,,NA,,,,,
1245,17672,Wilcox Lake,43.95,-79.43,Kettle Lake,lake,NA,NA,,NA,,,,,
1711,1768,Moon Lake,46.85592,-98.15984,Kettle Lake,lake,2,"Confirmed site with Google Earth, changed area",,85,,,done,35,kept Neotoma value
11736,17689,Spirea Wetland,43.26191,-80.25924,Kettle Lake,lake,2,Confirmed Lake and area,,0.3,,,,,**no site found
1712,1769,18 [Moraine Lake],52.26667,-58.05,Lacustrine,lake,1,"Confirmed site with pub (Engstrom et al 1985), changed area",,57,,,,,**no site found
1713,1770,Mordsger Lake,51.38333,-94.25,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
11747,17711,Lake A,55.33119,-105.055315,Glacial Scour Lake,lake,1,"From the publication, site was far off.",,20,,,done,1,kept Neotoma value
11748,17713,West Naniskak Lake,55.430905,-104.938605,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
11749,17715,Marl Pond,55.047975,-105.385195,Kettle Lake,lake,NA,NA,,NA,,,,,
2303,17717,Silver Lake,40.354335,-83.812515,Kettle Lake,lake,NA,NA,,NA,,,,,
1715,1772,Mosquito Lake Bog,48.76917,-122.11778,Kettle Lake,lake,2,"Confirmed bog, changed area",,19,,,,NA,"no area in Neotoma, not a lake?"
1716,1773,Moulton Pond,44.6275,-68.63917,Lacustrine,lake,3,Minimal info on location. Area: Davis et al 1975,,22,,,done,22,already in Neotoma
1718,1775,Mud Creek Site 1,25.21972,-80.60472,Marsh,marsh,NA,NA,,NA,,,,,
1719,1776,Mud Lake,29.29993,-81.86601,Solution Origin Lake,lake,NA,NA,,NA,,,,,
1720,1777,Mud Lake,44.226105,-93.829815,Kettle Lake,lake,2,Confirmed lake: site description,,52.2,,,done,47,kept Neotoma value
1723,1780,Munday Creek,60.03333,-141.96667,Mire,mire,NA,NA,,NA,,,,,
1724,1781,Murphy Lake,44.711625,-93.341105,Kettle Lake,lake,2,Confirmed lake: site description,,19.1,,,done,24,kept Neotoma value
1725,1782,Muscotah Marsh,39.53,-95.51333,Mire,mire,1,"Confirmed site with pub (Gruger 1973), changed area",Site area digitized by Claire Rubbelke using polygon trace in Google Earth,15,,,,NA,"no area in Neotoma, not a lake"
1726,1783,Muskox Lake,71.78333,-122.66667,Kettle Lake,lake,NA,NA,,NA,,,,,
11786,17832,Kealia Pond,20.79429,-156.475355,Coastal lagoon,lake,NA,NA,,NA,,,,,
1729,1786,Myrtle Lake,47.982605,-93.3853,Glacial Origin Lake,lake,2,Confirmed lake: site description,,67,,,done,50,kept Neotoma value
1731,1788,Natla Bog,63.01667,-128.8,Bog,bog,NA,NA,,NA,,,,,
11805,17880,Lost Swamp,42.82814,-72.4211,Bog,bog,NA,NA,,NA,,,,,
1732,1789,Natural Lake,34.66333,-95.38611,Lacustrine,lake,3,Could not find publications.,,5428.6,,,done,5428.6,added dataset value
1733,1791,Nedlouc,57.65,-71.65,Natural Lake,lake,2,"Confirmed site with Google Earth, changed area",,17002.2,,,done,19.6,**kept Neotoma value
1735,1793,Nels Lake,48.024,-91.89195,Glacial Origin Lake,lake,1,Confirmed lake and area: Kingston et al 1990,,71,,,done,71,already in Neotoma
1736,1794,Nelson Pond,46.40707,-92.686585,Glacial Origin Lake,lake,2,Confirmed pond: Jacobson 1979. Assumed correct loc,,0.9,,,done,1.2,kept Neotoma value
11854,17945,Mitkof Island,56.81157,-132.93624,Palustrine,,2,"Found publication, area is approximate extent of local peat environment.",,51,,,,NA,"no area in Neotoma, not a lake"
11855,17947,Little Shingobee Lake,46.994015,-94.694575,Glacial Scour Lake,lake,2,Confirmed lake and location: Dean and Doner 2012,,4.3,,,done,4.3,added dataset value
1742,1800,Nicol Lake,61.58333,-103.48333,Lacustrine,lake,NA,NA,,NA,,,,,
1748,1806,Niliq Lake,67.86667,-160.43333,Natural Lake (Origin Unknown),lake,NA,NA,,NA,,,,,
1749,1807,Nina Lake,46.6,-81.5,Lacustrine,lake,NA,NA,,NA,,,,,
11924,18106,Blue Lakes,41.67946,-118.717135,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
11925,18108,NEL03,49.496405,-116.905,Cirque Lake,lake,2,"Confirmed site with pub (Mustaphi et al 2014), changed area",,7,,,done,0.35,kept Neotoma value
11926,18110,Path Lake,43.87196,-64.928795,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
11934,18127,Pyatts Lake,49.46966,-115.769585,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1756,1814,No Bottom Pond,41.28333,-70.20833,Kettle Lake,lake,2,"Confirmed site with Google Earth, changed area",,2.6,,,done,2.6,added dataset value
11950,18159,Mod Pond,34.78767,-120.58619,Natural Lake,lake,NA,NA,,NA,,,,,
1759,1817,North Pond,42.65171,-73.053365,Glacial Origin Lake,lake,1,"Confirmed Lake, Changed Area",,15.1,,,done,7.3,kept Neotoma value
1760,1818,"Water Conservation Area 3B, Nuthouse Far Tail",25.88556,-80.55667,Marsh,marsh,NA,NA,,NA,,,,,
1761,1819,"Water Conservation Area 3B, Nuthouse Head",25.88917,-80.5125,Marsh,marsh,NA,NA,,NA,,,,,
1762,1820,Nutt Lake,45.21667,-79.45,Glacial Scour Lake,lake,1,"Moved point, confirmed in publication, area is twice as large as reported",,15.8,,,done,7.9,kept Neotome value
1763,1821,Northwest River Pond,53.51667,-60.16667,Lacustrine,lake,1,"Some uncertainty, another lake lies nearby & this assumes part of NW River town is new.",,0.8,,,done,0.8,added dataset value
1765,1823,Lake O'Hara,51.35972,-116.35,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
1766,1824,West Okoboji Lake,43.33333,-95.2,Lacustrine,lake,1,"Confirmed location, changed area",,2972.8,,,done,2972.8,added dataset value
1768,1826,Old Field,37.11667,-89.83333,Mire,mire,NA,NA,,NA,,,,,
1770,1829,Oliver Pond,48.42222,-89.32389,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1771,1830,Lake Onamia,46.06833,-93.68,Kettle Lake,lake,NA,NA,,NA,,,,,
1772,1831,Ondris Pond,46.341585,-94.408,Kettle Lake,lake,2,Confirmed lake: Jacobson 1979. Assumed correct loc,,0.8,,,done,3.2,kept Neotoma value
1774,1833,"Lake Ontario, Rochester Basin",43.51,-76.9,Glacial Origin Lake,lake,NA,NA,,1884593.6,,,done,1884593.6,added dataset value
1775,1834,"Lake Ontario, Mississauga Basin",43.55667,-78.15,Glacial Origin Lake,lake,2,Confirmed lake and area,,1896000,,,done,1896000,added dataset value
1776,1835,Opabin Lake,51.34306,-116.3125,Cirque Lake,lake,NA,NA,,NA,,,,,
1781,1840,Otto Mielke Lake,45.924745,-89.625945,Glacial Origin Lake,lake,3,Kingston et al: area; seepage lake; unkown loc.,,11,,,done,11,already in Neotoma
1782,1841,Lac Ouellet,47.53278,-68.94389,Natural Lake,lake,2,"Confirmed site with Google Earth, changed area",,6.2,,,done,6,kept Neotoma value
1788,1847,Palace Pier Section,43.62,-79.48,Terrestrial,,NA,NA,,NA,,,,,
1789,1848,Panther Run Pond,40.8,-77.41667,Lacustrine,lake,NA,NA,,NA,,,,,
1790,1849,Paradise Lake,53.05,-57.75,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1792,1852,Park Pond 1,43.46806,-109.95944,Kettle Lake,lake,NA,NA,,NA,,,,,
1793,1854,Park Pond 2,43.45,-109.94083,Kettle Lake,lake,NA,NA,,NA,,,,,
1794,1856,Park Pond 3,43.45917,-109.92,Kettle Lake,lake,1,"Confirmed site with pub, changed area, (Two points on map, use southernmost  one)",,0.3,,,done,0.1,kept Neotom value
1795,1857,Parkhill Creek,43.18,-81.75,Archaeological,,NA,NA,,NA,,,,,
1796,1858,Parrott's Pond,44.22,-76.7,Lacustrine,lake,NA,NA,,NA,,,,,
1797,1859,Pasacaco Pond,41.51667,-71.45,Lacustrine,lake,1,"Confirmed lake, Changed area",,168.3,,,done,27,"**vastly different, kept Neotoma value"
1799,1861,Pasqua Lake,50.78,-104,Kettle Lake,lake,NA,NA,,NA,,,,,
1800,1862,Pass Lake,48.56,-88.74,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
1802,1864,Lac Patricia,56.67,-64.68,Lacustrine,lake,NA,NA,,NA,,,,,
1803,1865,Patschke Bog,30.36667,-97.11667,Mire,mire,3,Confirmed area (www.nativefishlab.net/library/textpdf/18616.pdf),,3.3,,,,4,not a lake
1806,1868,Paynter Marsh,44.1,-78.34,Lacustrine,lake,1,"Confirmed site with pub (Yu et al, 1996), changed area",,33,,,,NA,"no area in Neotoma, not a lake"
1816,1879,Peatsah Section,43.33,-79.82,Terrestrial,,NA,NA,,NA,,,,,
1818,1882,Ped Pond,67.2,-142.06667,Fluvial Origin Lake,lake,2,"Confirmed site with pub (Edwards et al. 1986), changed area",,34,,,done,35,kept Neotoma value
1819,1883,Peggy Lake,49.48,-92,Lacustrine,lake,NA,NA,,NA,,,,,
1820,1884,Pennington Lake,45.78056,-93.27306,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,51.5,,,done,53,kept Neotoma value
1824,1888,Perch Lake,51.65139,-100.89889,Kettle Lake,lake,NA,NA,,NA,,,,,
1826,1890,Lac Petel,50.55,-66.26667,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
1827,1891,Peterson Slough,46.96667,-95.31667,Kettle Lake,lake,2,Confirmed slough and area: Almendinger 1992,,1,,,,14,not a lake
1833,1897,Pilot Mound Site,42.16,-93.9,Mire,mire,NA,NA,,NA,,,,,
1838,1902,Pinecrest Lake,49.49313,-121.432065,Kettle Lake,lake,NA,NA,,NA,,,,,
1840,1904,Pink Lake,45.46944,-75.80833,Glacial Scour Lake,lake,2,"Confirmed site with Google Earth, Changed area",,23,,,done,9,kept Neotoma value
1841,1905,Pitcher Bog,44.82,-79.98,Bog,bog,NA,NA,,NA,,,,,
1842,1906,Pixie Lake,48.59639,-124.19667,Kettle Lake,lake,1,"Paper reports 5.3ha, measured with google.",,5.9,,,done,5.3,kept Neotoma value
12969,19203,Newell Lake,44.84181,-103.393915,Reservoir,lake,NA,NA,,NA,,,,,
12969,19204,Newell Lake,44.84181,-103.393915,Reservoir,lake,NA,NA,,NA,,,,,
12999,19264,Naskak,63.64101,-171.45401,Palustrine,,2,"Confirmed site with publication, peat exposure",,87,,,done,87,added dataset value
13000,19266,Aghnaghak,63.656005,-171.553815,Palustrine,,2,"Confirmed site with pub (Lozhkin et al, 2011), Peat exposure",,87,,,done,87,added dataset value
11928,19323,TK-2 Lake,66.34784,-104.945735,Glacial Scour Lake,lake,2,"Confirmed Site with publication and Google Earth, Changed area",,5.3,,,done,3,kept Neotoma value
13042,19358,Panther Potholes,48.65899,-121.04095,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1891,1955,Pleasant Lake,44.60587,-93.563475,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,111.7,,,done,47,*kept Neotoma value
1893,1957,Lac Pluvieux,47.84389,-69.35278,Natural Lake,lake,NA,NA,,NA,,,,,
1896,1961,Poland Spring Pond,44.03333,-70.35,Kettle Lake,lake,NA,NA,,NA,,,,,
2570,19620,Lake Tulane,27.58613,-81.503395,Solution Origin Lake,lake,NA,NA,,NA,,,,,
1898,1963,Pond Mills Pond,42.91667,-81.25,Lacustrine,lake,NA,NA,,NA,,,,,
1899,1964,Porphyry Lake,48.90556,-123.83333,Unknown,lake,1,Confirmed site and area with publication (Brown and Hebda 2003),,0.4,,,done,0.35,kept Neotoma value
1900,1965,Porqui Pond,44.93,-79.78,Lacustrine,lake,NA,NA,,NA,,,,,
1901,1966,Portage Lake,47.081,-94.113,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,61.3,,,done,61.3,added dataset value
1902,1967,Portage Marsh,41.57611,-87.2225,Marsh,marsh,2,Confirmed loc and area: Singer et al 1996,,6.7,,,,18,not a lake
1903,1968,Portage Bog,46.67361,-64.075,Raised Bog,bog,1,Confirmed site and area with publication(Anderson),,1.3,,,,1.3,not a lake
1905,1970,Posy Lake,37.93746,-111.696035,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1907,1972,Potts Mountain Pond,37.6,-80.13333,Natural Lake (Origin Unknown),lake,NA,NA,,NA,,,,,
1908,1974,Powers Fort Swale,36.6,-90.58333,Fluvial Origin Lake,lake,2,Confirmed location and area: Royall et al 1991,,1.4,,,,1.4,not a lake
1909,1975,"Chesapeake Bay, Parker Creek",38.54778,-76.47861,Estuarine,,NA,NA,,NA,,,,,
1912,1978,Princeville,46.14583,-71.93583,Natural Lake,lake,2,"Confirmed site, Changed area",,13.3,,,,2.5,not a lake?
1914,1980,Protection Bog,42.62222,-78.46667,Mire,mire,NA,NA,,NA,,,,,
1915,1981,Point Escuminac,47.075,-64.8,Mire,mire,NA,NA,,NA,,,,,
13288,19814,Trout Lake,68.829105,-138.74449,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1916,1982,"Chesapeake Bay, Potomac River",38.02694,-76.22,Estuarine,,NA,NA,,NA,,,,,
13290,19820,Killebrew Lake Fen,48.6051,-122.90145,Lake Marginal Fen,fen,NA,NA,,NA,,,,,
11620,19834,Fox Lake,43.6774,-94.698115,Kettle Lake,lake,1,Coring location confirmed: Commerford 2016,,366.6,,,done,385,kept Neotoma value
1918,1984,"Chesapeake Bay, Patuxent River (2-P-5)",38.33333,-76.30972,Estuarine,,NA,NA,,NA,,,,,
13302,19842,Lac Brule,45.71903,-75.4417,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
13304,19846,Lac Noir,45.777015,-75.135905,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1920,1987,Puyuk Lake,63.5,-162.2,Volcanic Origin Lake,lake,NA,NA,,NA,,,,,
13340,19915,Waggoner,44.078185,-101.655895,Reservoir,lake,NA,NA,,NA,,,,,
13340,19916,Waggoner,44.078185,-101.655895,Reservoir,lake,NA,NA,,NA,,,,,
13341,19917,Angelo,43.970095,-90.769255,Reservoir,lake,NA,NA,,NA,,,,,
13341,19918,Angelo,43.970095,-90.769255,Reservoir,lake,NA,NA,,NA,,,,,
13342,19919,Boot,43.683995,-95.082745,Natural Lake,lake,NA,NA,,NA,,,,,
13342,19920,Boot,43.683995,-95.082745,Natural Lake,lake,NA,NA,,NA,,,,,
13343,19921,Carthage,44.181435,-97.702015,Reservoir,lake,NA,NA,,NA,,,,,
13343,19922,Carthage,44.181435,-97.702015,Reservoir,lake,NA,NA,,NA,,,,,
13348,19931,Lone Star Lake,45.932,-92.365,Kettle Lake,lake,2,Confirmed lake: Lynch 2011,,8.5,,,done,8.5,already in Neotoma
13349,19933,Lily Lake,45.901,-92.273,Kettle Lake,lake,2,Confirmed lake: Lynch 2011,,8.3,,,done,8.3,already in Neotoma
13350,19937,Spicer Lake,41.75738,-86.52208,Kettle Lake,lake,2,Compiled from Hydrological database.,,1.4,,,done,5,kept Neotoma value
13354,19946,Duck Lake,44.21785,-93.815785,Natural Lake,lake,NA,NA,,NA,,,,,
13354,19947,Duck Lake,44.21785,-93.815785,Natural Lake,lake,NA,NA,,NA,,,,,
13355,19948,Dudley,44.35577,-93.36235,Natural Lake,lake,NA,NA,,NA,,,,,
13355,19949,Dudley,44.35577,-93.36235,Natural Lake,lake,NA,NA,,NA,,,,,
13356,19950,Goose,44.383135,-96.044625,Natural Lake,lake,NA,NA,,NA,,,,,
13356,19951,Goose,44.383135,-96.044625,Natural Lake,lake,NA,NA,,NA,,,,,
13357,19952,Kilby,43.803695,-89.35409,Natural Lake,lake,NA,NA,,NA,,,,,
13357,19953,Kilby,43.803695,-89.35409,Natural Lake,lake,NA,NA,,NA,,,,,
10265,19954,Fish Lake,43.28715,-89.653165,Natural Lake,lake,NA,NA,,NA,,,,,
10265,19955,Fish Lake,43.28715,-89.653165,Natural Lake,lake,NA,NA,,NA,,,,,
13358,19956,Clear,44.326535,-95.954565,Natural Lake,lake,NA,NA,,NA,,,,,
13358,19957,Clear,44.326535,-95.954565,Natural Lake,lake,NA,NA,,NA,,,,,
13360,19960,Emery,43.78819,-89.45046,Natural Lake,lake,NA,NA,,NA,,,,,
13360,19961,Emery,43.78819,-89.45046,Natural Lake,lake,NA,NA,,NA,,,,,
841,19962,George (BE),44.232795,-93.870705,Natural Lake,lake,2,"Confirmed lake, site description: kettle lake",,35,,,done,35,added dataset value
841,19963,George (BE),44.232795,-93.870705,Natural Lake,lake,2,"Confirmed lake, site description: kettle lake",,35,,,done,35,added dataset value
13361,19964,Hayes Lake,44.36591,-101.01109,Reservoir,lake,NA,NA,,NA,,,,,
13361,19965,Hayes Lake,44.36591,-101.01109,Reservoir,lake,NA,NA,,NA,,,,,
13362,19967,Mary Lake,44.735655,-81.00256,Natural Lake,lake,NA,NA,,NA,,,,,
13363,19968,Independence,43.76344,-95.047835,Natural Lake,lake,NA,NA,,NA,,,,,
13363,19969,Independence,43.76344,-95.047835,Natural Lake,lake,NA,NA,,NA,,,,,
13364,19970,Jones Lake,44.468855,-98.94849,Reservoir,lake,NA,NA,,NA,,,,,
13364,19971,Jones Lake,44.468855,-98.94849,Reservoir,lake,NA,NA,,NA,,,,,
13365,19972,Lost Lake,43.68058,-97.060305,Natural Lake,lake,NA,NA,,NA,,,,,
13365,19973,Lost Lake,43.68058,-97.060305,Natural Lake,lake,NA,NA,,NA,,,,,
13366,19974,Perch Lake,43.94359,-90.7984,Reservoir,lake,NA,NA,,NA,,,,,
13366,19975,Perch Lake,43.94359,-90.7984,Reservoir,lake,NA,NA,,NA,,,,,
13367,19976,Rose Hill,44.314775,-98.777025,Reservoir,lake,NA,NA,,NA,,,,,
13367,19977,Rose Hill,44.314775,-98.777025,Reservoir,lake,NA,NA,,NA,,,,,
13368,19978,Timber Lake,43.818565,-95.214875,Natural Lake,lake,NA,NA,,NA,,,,,
13368,19979,Timber Lake,43.818565,-95.214875,Natural Lake,lake,NA,NA,,NA,,,,,
13369,19980,Lake Virginia,43.52982,-89.930365,Reservoir,lake,NA,NA,,NA,,,,,
13369,19981,Lake Virginia,43.52982,-89.930365,Reservoir,lake,NA,NA,,NA,,,,,
13370,19982,Wall Lake,43.53382,-96.9608,Natural Lake,lake,NA,NA,,NA,,,,,
13370,19983,Wall Lake,43.53382,-96.9608,Natural Lake,lake,NA,NA,,NA,,,,,
13375,19993,Cooley Lake,49.49136,-117.645195,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
13376,19995,Gerry Lake,53.64545,-121.50548,Drift Filled Valley Lake,lake,2,"Confirmed site and area with pub (Gavin et al, 2009)",,64,,,done,5.1,*kept Neotoma value
459,19997,Wentworth Lake,48.00985,-124.530695,Kettle Lake,lake,2,"Confirmed with Google Earth, changed area",,52.1,,,done,14,*kept Neotoma value
13377,20001,Crocker Lake,47.936655,-122.880815,Kettle Lake,lake,NA,NA,,NA,,,,,
13382,20014,Cedar Swamp,47.905425,-122.87486,Swamp,swamp,2,"Confirmed site with Google Earth, changed area (larger than given in publication)",,78,,,,10,"*kept Neotoma value, not a lake"
1936,2003,Quarles Pond,37.99583,-79.07222,Solution Origin Lake,lake,2,Confirmed location: Craig 1969,,2.1,,,done,2.1,added dataset value
1937,2004,Queens Lake,64.11667,-110.56667,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1940,2007,Quillin Site,41,-81.96667,Terrestrial,,NA,NA,,NA,,,,,
1944,2011,Radtke Lake,43.4,-88.1,Lacustrine,lake,1,Found lake in Wisconsin DNR information,,2.4,,,done,4,kept Neotoma value
1945,2013,Rivière-aux-Feuilles 1,58.23278,-72.06694,Natural Lake,lake,NA,NA,,NA,,,,,
1946,2015,Rivière-aux-Feuilles 2,58.21694,-71.95,Natural Lake,lake,NA,NA,,NA,,,,,
1947,2016,Tourbière de la Rivière-aux-Feuilles,58.23278,-72.06694,Fen,fen,NA,NA,,NA,,,,,
13454,20188,Lake Hill,57.17824,-170.24827,Volcanic Origin Lake,lake,2,"Confirmed site with Google Earth, changed area",,16,,,done,3,kept Neotoma value
13455,20194,Kettle Lake,48.60712,-103.62399,Kettle Lake,lake,2,"Confirmed site with Google Earth, changed area",,74,,,done,3,*kept Neotoma value
1953,2022,Ra Lake,65.23333,-126.41667,Natural Lake,lake,NA,NA,,NA,,,,,
1954,2023,Ramsay Lake,45.6,-76.1,Glacial Scour Lake,lake,1,Confirmed site with Google Earth. changed area,,21.3,,,done,9,kept Neotoma value
1955,2025,Ranger Lake,67.14722,-153.65,Cirque Lake,lake,1,"Confirmed site with pub (Brubaker et al, 1983), changed area",,14,,,done,10,kept Neotoma value
1956,2026,Rapid Lake,42.72889,-109.19389,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
1957,2028,Rattle Lake,49.35,-92.7,Glacial Origin Lake,lake,1,"Confirmed site with pub (Bjorck, 1985), changed area",,2,,,done,1.5,kept Neotoma value
13477,20281,Dragonfly Lake,60.812585,-135.341245,Glacial Origin Lake,lake,2,Site's in the right place.  Added ha from paper,,6,,,done,6,already in Neotoma
13479,20287,Haircut Lake,60.516075,-133.209055,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
13480,20289,Marcella Lake,60.073495,-133.80601,Kettle Lake,lake,NA,NA,,NA,,,,,
13482,20295,Salmo Lake,60.445535,-133.561605,Kettle Lake,lake,1,Moved a bit.  Paper confirms location.  Measure,,2.5,,,done,2.5,added dataset value
203,203,Anderson Pond,36.03015,-85.50132,Lacustrine,lake,3,Min info on location. Changed area: Liu et al 2013,,35,,,done,34.8,kept Neotoma value
1959,2030,Rayburn's Dome,32.46667,-93.16667,Marsh,marsh,NA,NA,,NA,,,,,
13486,20304,Hunters Lake,37.611035,-106.843695,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
13487,20306,Dailey Lake,45.262475,-110.816305,Glacial Scour Lake,lake,2,Confirmed in paper.,,88,,,done,82,kept Neotoma value
273,20308,Blacktail Pond,44.95611,-110.60071,Glacial Meltwater Channel Lake,lake,2,Confirmed Lake and Area,,7.2,,,done,9.7,kept Neotoma value
9987,20311,Elk Lake,45.8668,-95.80385,Kettle Lake,lake,2,Confirmed lake: site description,,81.7,,,done,84,kept Neotoma value
13488,20316,Fish Lake,41.26396,-123.68312,Landslide Origin Lake,lake,NA,NA,,NA,,,,,
13516,20372,Swanson Fen,60.787275,-150.83147,Poor Fen,fen,NA,NA,,NA,,,,,
13528,20397,South Rhody peatland,46.565795,-86.0752,Fen,fen,3,Unsure of loc. Confirmed area: Booth et al 2004,,4.5,,,,4.5,"already in Neotoma, not a lake"
1973,2045,Rebel Lake,67.41667,-149.8,Kettle Lake,lake,NA,NA,,NA,,,,,
1974,2047,Redondo Lake,67.68333,-155.03333,Kettle Lake,lake,NA,NA,,NA,,,,,
1975,2048,Vallée de l'Albion,45.67083,-71.325,Natural Lake,lake,NA,NA,,NA,,,,,
1976,2049,Redrock Lake,40.08333,-105.54167,Glacial Scour Lake,lake,1,Nudged the point. Based on paper,,2.8,,,done,2.1,kept Neotoma value
205,205,Andrus Lake,46.701685,-85.039045,Glacial Origin Lake,lake,2,Diff lake name. Location and area: Kingston 1990,,13.4,,,done,13,kept Neotoma value
1977,2050,Redstone Lake,67.25,-152.6,Cirque Lake,lake,NA,NA,,NA,,,,,
1978,2051,Reichow Pond,47.190745,-95.77364,Kettle Lake,lake,2,Assumed correct location in pond - but min info,,2.8,,,done,3,kept Neotoma value
13582,20512,Minden Bog,43.60373,-82.86388,Raised Bog,bog,2,Confirmed bog. Area: Booth and Jackson 2003,,8300,,,,8300,"already in Neotoma, not a lake"
13583,20515,Lake Grinnell,41.098185,-74.63963,Solution Origin Lake,lake,2,"Confirmed site with Google Earth, changed area",,47,,,done,20,kept Neotoma value
1979,2053,Reidel Lake,46.21194,-95.28417,Kettle Lake,lake,2,Assumed correct location. Almquist-Jacobson 1992,,4.1,,,done,4.03,kept Neotoma value
1980,2054,Reindeer Lake,69.11667,-132.16667,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
206,206,Andy Lake,64.65,-128.08333,Moraine Dammed Lake,lake,1,Minor nudge,,45,,,done,50,kept Neotoma value
13625,20609,Eleanor Lake,52.11139,-119.300965,Kettle Lake,lake,NA,NA,,NA,,,,,
1987,2061,"Chesapeake Bay, Rhode River",38.88639,-76.39472,Estuarine,,NA,NA,,NA,,,,,
